dataset_id,image_id,annotator_id,caption,train
open_images,2f947e8b1634acc8,56,"In the foreground of the picture I can see a person sitting in the three wheeler vehicle which is on the road. In the background, I can see the buildings, trees and benches on the side of the road. There are two people sitting on the bench and looks like they are having a conversation. I can see two persons walking on the side of the road. There are clouds in the sky.",True
open_images,19922f8a7f70029d,75,This image is a black and white image. This image is taken outdoors. At the top of the image there is the sky. At the bottom of the image there is a platform. On the right side of the image there is a river with water. There is a building and there is a boat on the river. In the middle of the image there are many poles. There are a few pillars. There is an arch. There is a railing and there is a building. Many people are standing on the platform and a few are walking. On the left side of the image there are many boats on the river.,True
open_images,23c1a02d29bf545a,25,In this image I can see a hat and flowers. Here I can see a watermark. The background of the image is blurred. In the background I can see buildings.,True
open_images,9712c5bbffb82961,97,In this image there are group of people around. There are two person sitting on the car. At the back side there is a trees.,True
open_images,1926b7cde621a774,89,"There are sofas and tables, there are lamps, this is a plant, these are curtains and chairs.",True
open_images,97f34335a7fb271e,86,"In this image a toilet on the wooden surface, there is a cloth, there is a cloth truncated towards the left of the image, there is a cloth truncated towards the right of the image.",True
open_images,2189b9d38ff97982,59,In this image we can see a book above the books that are arranged in rows.,True
open_images,52bf3d7f392ff536,104,"In this image, there are a few people, houses, trees, plants. We can see some water and the bridge. We can also see the sky and some stones.",True
open_images,ac7d9f67efda9809,37,This picture shows a glass with water and we see a straw in it.,True
open_images,1beff3b2c1ed864c,36,Something written on this wall. Left side of the image there is a tree. Right side of the image there is a building and light pole.,True
open_images,c996df4a40098836,77,"In this picture we can see two people wore caps, shoes, gloves and holding sticks with their hands and walking on the road and in the background we can see fence, wall and some objects.",True
open_images,da8edc395c6a7805,36,"One person is holding a weapon and another person is holding objects. Background of the image we can see grass, trees and sky.",True
open_images,2559120eb3a54209,4,"In the foreground I can see a crowd on grass, kites, umbrella huts and stalls. In the background I can see trees, mountains, tower, houses and the sky. This image is taken may be during a day.",True
open_images,9938beaf5cf2f73f,4,In this image I can see a person's photo and a wall. This image looks like a photo frame.,True
open_images,11685875cc7e5ffb,28,"There are five persons in different color dresses, sitting. One of them is holding a mic and speaking. And the background is dark in color.",True
open_images,01dba80b5b33a422,17,"In this image i can see a group of people sitting on horse at the back ground i can see a pole, a house, a sky.",True
open_images,ea2ee220e1394b2a,90,"In the picture we can see a grass surface on it, we can see some boys are wearing a sportswear and playing and behind them, we can see a fencing wall with pole and behind it we can see plants and house and a building wall with a window.",True
open_images,aec4b7a281a92eb2,52,"In this image we can see trees, hills, plants, grass, water, sand, sky and clouds.",True
open_images,c1c4680e3a18904a,53,"In the center of the image there is a wall. On the wall, we can see one photo frame. On the photo frame, we can see some painting, in which we can see the sky, clouds, hills, trees, plants, one person sitting and holding some object, one cloth, fruits on the wooden object and a few other objects. And we can see some text on the photo frame.",True
open_images,60628a0354a24323,15,"This picture shows a woman who is standing and holding an object, she is wearing a crown and in the backdrop there are some people sitting and they have a table in front of them and they are having their meal and there's also some people standing on the right of a building",True
open_images,c8f4e9467f2edc4f,18,"In this image we can see there is a man standing, he is wearing a helmet, there are hot dogs hanged to the metal rod.",True
open_images,e47689f5a77e96e9,38,There are two women carrying handbags and holding umbrella in their hands. In the background we can see escalator and wall.,True
open_images,a3181b3b8ddea82e,19,"In this picture, there is a cat which is in black in color.",True
open_images,a9b6299ce5e1c9a4,10,"In this image we can see a person wearing a uniform and holding some objects in his hands and in the background, we can see few people wearing uniform and holding flags in their hands and we can see some trees and the image is blurred.",True
open_images,138847fc99a6cae8,42,In this image there is a painting. In the painting there are horses. A person is sitting on a horse. Here a person is standing. On the ground there are birds. This is looking like an entrance. On the top there are lights. In the left there is a water body. The sky is cloudy. There are plants on the building.,True
open_images,4085c1474893505c,90,"In the picture we can see a some three buildings side by side with windows and near to it, we can see some pole with a lamp and some pole with a stop board, in the background we can see a sky.",True
open_images,2b0be5e8b955d740,35,"The man in the middle of the picture wearing a white shirt and black blazer is talking to the man beside him who is wearing red and blue shirt. On the left corner of the picture, we see the man wearing the blue blazer is sitting on the chair. In the background, it is black in color.",True
open_images,d1a916cbd6157fe8,94,"In the picture there is a man on a scooter riding on road,there are few cars parked on left side of the road. and beside them there are electric poles and on the back side of electric poles there are trees.",True
open_images,a5add9c92cb5f8f6,12,"In this image we can see a person hand, cups, saucer, spoon, glass, kettle and mobile phones on wooden table.",True
open_images,6c6eed7920673e6e,17,"In this image I can see trees in green color, background I can see water and the sky is in blue and white color.",True
open_images,851db5a46afbcc63,90,"In the picture we can see a bowl with some curry and soup in it and besides it, we can see a red color glass and some plates with food in it.",True
open_images,15335be0f88fbd1a,80,"In this image in the center there are persons, vehicles. In the background there are buildings.",True
open_images,bd98922d37e6283a,103,This is the picture of a statue to which there is thing in the hand and it is in golden color and has a crown which is in blue color.,True
open_images,4e5dbdfd35c0e55b,100,In this picture there is water in the center of the image and there is greenery on the right and left side of the image.,True
open_images,6f7a7c1600566042,60,"In this image we can see a person standing holding an object. We can also see some poles, rods and the sky.",True
open_images,70484f60ba2d9a73,33,In this picture there are bags on the cart. At the back there is a building and there is a tree and there is a reflection of tree on the window and there are curtains behind the window. At the bottom there are stones and there are dried leaves.,True
open_images,b012d592293e3568,62,In this picture we can see some text on the white color board.,True
open_images,882c7c9709856555,24,Here we can see hand of a person holding an object.,True
open_images,4e8e4a88fa2bf2ac,104,"In this image, we can see the ground with some objects like a cover, cardboard boxes, plastic boxes. We can see a trolley, cover bags, a bucket. We can also see the legs of a few people.",True
open_images,079544025f62cd56,44,There are so many stickers pasted on wall and computers on table and man looking outside.,True
open_images,de49f1dcccfbccac,58,In this image there are group of people standing on the floor and watching. On the left side there is a curtain near the wall. At the top there is ceiling with the lights.,True
open_images,622fa6305d543e3a,17,"In this image I can see two persons and they are wearing black blazer, white shirt. Background I can see a wooden wall and the wall is brown color.",False
open_images,00f26cedf87602a3,66,In this picture there are two military men wearing a green coat standing and giving a pose into camera. Beside there is a man wearing black color suit is honoring the medal to the military man. Behind there are some trees and brown color building.,True
open_images,013980a0b6835660,38,"Here we can see a person legs,three hand fingers. On the floor there are objects and this is a sofa.",True
open_images,bbaf5609f9c41812,97,"In this image I can see two cats. They are in brown,white and grey color. Background is in white color.",True
open_images,703679209d700982,26,In this picture I can see few people in front and I see that a person is holding a bottle and I see few of them are smiling. In the background I can see a man holding a thing and on the left side of this image I can see the wall and a light and I see that there are few glasses and a bottle on the right side of this image.,True
open_images,cb7b2354f51711a1,26,In this image I see the roads on which there are number of vehicles and I see few people. In the background I see the buildings and I see a tower over here and I see the poles and I see the hoardings over here and I see the sky which is a bit cloudy over here.,True
open_images,61b7cfb8883eb7e3,68,"This picture is clicked outside. On the right we can see the group of persons riding bicycles. On the left we can see the group of vehicles running on the road. In the background we can see the trees and buildings and a sidewalk, we can see the windows and doors of the buildings.",True
open_images,73d258eeb5e5dba3,38,On the left the image is dark and it is not clear an don the right there are few person standing at the fence and in the middle there is a person standing by holding a mike in the hand.,True
open_images,920f7c3981504cdf,86,"In this image there are a group of persons sitting, there is a man standing, there are chairs, there is a table towards the bottom of the image, there are objects on the table, there is a shelf towards the left of the image, there are objects in the shelf, there is a wall, there are objects on the wall, there are televisions on the wall, there is roof towards the top of the image, there are lights.",True
open_images,20d270baa97bc6fc,104,"In this image, we can see a person. We can see the ground with some objects. We can see some musical instruments and a pole with a white colored object. We can see the wooden wall. We can also see some objects on the right.",True
open_images,ba65a11adee4be1e,92,"This image consist of many people holding placards on the road. In the background, there is a building. At the top, there is a sky.",True
open_images,ab83ff9939cb5749,52,In the center of the image there is a wall and graffiti on it. In the background there is a sky and tree.,True
open_images,6ed87fa27ab74ce5,100,"There is a small girl holding a carry bag in the foreground area of the image, there are trees, vehicles, plants and a building in the background",True
open_images,a224bcda0190d3de,105,In this image we can see two lady persons wearing black and white color dress respectively sitting in seat and posing for a photograph and a person wearing white color dress also wearing seat-belt.,True
open_images,0c0ffac051b34c21,66,"In this picture there is a group of men wearing a blue color fire safety dress, standing and looking on the left side. Behind there is a small wooden shed house and some pipe frames.",True
open_images,f7c22228e0fbb251,94,"In the image there is a girl sitting on the floor, on the left side there is a person standing in front of the table, there is a pillar on the right side, over the background it seems to be a refrigerator.",True
open_images,1441c60b7051ab0f,93,"In this image there is a person standing on the grass by holding two rods, and there are plants, trees, house, sky.",True
open_images,04f81a1f68edf215,27,Here in this picture we can see a dog present in the balcony of a building present over there and behind that we can see a window and curtains on it over there and on the left side we can see a pipe present and in the front we can see a person present over there.,True
open_images,1b1fba0e8400e106,46,"In the foreground of this image, there is a knife like an object is on the platter and that platter includes leafy vegetables and there is also an object on the left top corner is placed on the white surface.",True
open_images,e551e9aa6bb6c737,67,At the left corner of the image there is a lady with grey jacket is bending and she is smiling. Beside her in the middle of the image there is a girl with a jacket is sitting. Behind them at the left top corner of the image there is a green chair with a jacket on it. And in the background there is a person in yellow dress and also there is a chair. At the right top corner of the image there is a violet balloon holding a person.,True
open_images,fd9fe12e3e523919,51,"In this image, there is an outside view. There is a person in the middle of the image wearing clothes and jumping on the table. There are some tables at the bottom of the image. In the background of the image, there are some trees.",True
open_images,0444c1282bafce29,58,"The picture consists of road on which there are people standing in the queue beside these queue there are three persons who are sitting on the chair. In front of them there is a car,tree and building. At the background there are trees and house.",True
open_images,84d57896240d8dde,78,"In this image i can see few persons sitting on chairs with a table in front of them. On the table i can see a glass jar, a wine glass and some more objects. In the back ground i can see a plant, a railing and few empty chairs.",True
open_images,7554e7ef543b3eac,61,In the image two kids are sleeping on a bed.,True
open_images,04bf95b6262d2e9b,15,In this picture there is a table and there are some chairs here. There are some wine bottles and also there is also snooker table and there are some lights here,True
open_images,d8ebc3df3702f0bc,95,In this image we can see a dog and a cat standing on the floor. In the background there is a wall.,True
open_images,f58ad6b4e6202974,85,"In this image I can see few people are sitting on chairs. In the background I can see a white colour board, few plants, few bags, a table and on it I can see few bottles and few other stuffs.",True
open_images,6113fac71e8967f4,43,"In this image we can see a glass wall. Through that we can see a photo frame, stand and a dog. Also there is a table. And we can see reflection of a person on the glass wall.",True
open_images,9aa436bd06615107,5,"In the image we can see the mirror and in the mirror, we can see the reflections of the lights. Here we can see lights, decorative flowers and leaves.",True
open_images,f8231c50bb7d7d94,22,In this picture I can see a flower. There are a few leaves visible in the water.,True
open_images,d44d09928c44354b,97,In this image I can see two people are wearing different color dresses. I can see the white color object to the brown color wall.,True
open_images,4666770fafd7376b,0,"At the top we can see the ceiling and the lights. In this picture we can see the digital display boards. We can see the people, floor carpet on the floor, flower plants, gate and other plants. On the right and left side of the picture we can see the brown color objects. On the right side of the picture we can see the boards on the wall.",True
open_images,d93aca8404b3e6da,17,"In this image I can see a car which is in white color, background I can see a gray color board attached to the railing, few persons standing and I can see the wall in white color.",True
open_images,df66a5de1f0632b6,78,In this image I can see the black and white picture of a person and on the top of the image I can see few words written with black color. I can see the white colored background.,True
open_images,17ec24969a6cad99,71,He is standing and his playing a musical instrument.,True
open_images,a99e51b8399f1f80,96,The person standing on the left side of this is wearing a black color jacket and wearing a cap. There is a wall in the background. there is one lamp is kept on a table on the right side of this image and there is one glass and a plant is present on a table. There is a light at the top of this image and there is a door in the middle of this image and there is a floor at the bottom of this image.,True
open_images,42b209beb79dd142,35,"In this picture, we see a man and the women are standing. The man is wearing a blue T-shirt and all of them are wearing the ID cards. At the bottom, we see the grass. The woman in the middle of the picture is wearing a grey jacket and she is smiling. In the background, we see the legs of the people who are standing.",True
open_images,bd8e3b4bd7482acb,25,"In the picture I can see a painting of a horse cart, two horses, people among them some are standing on the ground and some are sitting on a vehicle. I can also see trees and some other things. Here I can see something written on the image.",False
open_images,d95b27f1948e424e,79,"In this image I can see the road. To the side of the road I can see the grass and the boards which are in brown color. In the background there are many trees, wires and the sky.",True
open_images,466d41b3600a6073,20,"In this image, in the middle, we can see a fountain which is filled with water. On the right side, we can see some pillars. In the background, we can see some flags, trees. At the bottom, we can see water and some flowers.",True
open_images,40fdf525cda1e530,39,"In this picture we can observe a food item. This is a doughnut, placed on the table. We can observe a white color table paper on the table.",False
open_images,7c0a2f2fbbf87b2a,71,"In this picture we can see a vehicle on the road and in the background we can see a building, tree, in the bottom left we can see some text.",True
open_images,1f53e617c6ccfb70,103,"In the image I can see some people wearing jackets and around there are some cupboards, chair and some other things around.",True
open_images,17c42fd5d218cfdd,62,"In this picture we can see few houses, trees and a pole, at the bottom of the image we can see a table and few chairs, and also we can see few curtains on the right side of the image.",True
open_images,4b31aeec1a07be04,63,"In this image I can see there are persons playing with exercise ball. And there is a grass, Road and a trunk.",True
open_images,356be37170e767e4,106,"In this image we can see a dog sitting in front of a flower pot, behind it there is a grass and on the top right corner of the image there is a sculpture.",True
open_images,b8551e86ece44791,1,"In this picture we can see a bicycle here, there is a fencing here, in the background we can see a wall and a window.",True
open_images,eaad126ff9711fca,45,I can see the man and woman swinging with the swings. This looks like a tree trunk. I can see the shadow of a person. These are the dried plants.,True
open_images,9d4e3509c4417c22,26,In this image I see 2 women and 2 men and I see these are holding the musical instruments and this woman is near to the drums and this woman is standing in front of a mic. In the background I see the trees and I can also see few equipment over here and there are 3 bottles.,True
open_images,80cc7cd4c0da447b,67,At the bottom of the image there is a bag on the wooden floor. Above that there is a mat with cardboard sheets. At the right corner of the image there is a white box. At the top of the image there are few items.,True
open_images,548e3ee7f74ae8be,56,There is a group of people who are holding musical instruments in their hands. There is a woman standing at the center and there is a another woman who is at right corner. There is other man who is at left side and there is other woman who standing at the left corner and in the background there is a building.,True
open_images,10986551ca86d919,52,"In this image we can see building, pole, trees, road, snow. In the background we can see sky and clouds.",True
open_images,658a5e0b1ca28924,69,In this image there is a person wearing a uniform having few pens. He is carrying bags. He is wearing a bag. Background is blurry.,True
open_images,526cce04107e111f,73,In this image there is an insect on some object.,True
open_images,bb250746c7fe6105,33,In this picture there are objects in the bags and at the bottom there are decorative papers.,True
open_images,3813c7b3018a0ee6,30,In this image we can see vehicles on the road and a blurry background.,True
open_images,e92dea4b1ada550a,2,"In the image there are tall for, a church and few buildings around the path and many people are walking on that path, there is a horse cart on the left side and there are also few trees around that place. In between the trees there are pole lights.",True
open_images,f7d98f3c5d4b23a2,27,Here in this picture we can see a machine hanging in the air over a place and we can see railing present on the floor over there and we can see people standing on the floor and we can see lights on the roof present and below that on the floor we can see other number of people also standing over there and we can also see chairs and table also present over there.,True
open_images,045cb9025a0772b3,81,"In the center of the image, we can see a person holding hands.",True
open_images,0e7642e8ed82a49b,59,"In this image we can see sky with clouds, hills, motor vehicles on the road, barrier poles, sign boards, information boards, agricultural farms and grass.",True
open_images,f8dc7f85be5fdc13,34,"In this image there are two women who are sitting on chairs, and in the center there is table. On the table there are some posters, plastic cover, bowl and some box. In the background there is another table, on the table there are some machines and some posters on the wall, and on the left side there is a board.",True
open_images,c86afc2959f6375e,33,In this picture there is a building and there are umbrellas and trees. In the foreground there is a statute of a person sitting on the horse and there is a woman standing at the railing. At the top there is sky. At the bottom there is a road.,True
open_images,512289ab6bc9bff4,10,"In this image we can see three kids sitting and there is a cloth and on the cloth we can see some objects like plates, forks, toys and some other things. In the background, we can see some people and there are some trees.",True
open_images,d793a318a4987f99,12,In this image we can see a woman sitting on the chair near the table. We can see glasses and plates with food on the table. In the background we can see a photo frame on the wall.,True
open_images,f7fc6ea1b8f33afc,38,A man is standing on the floor and holding a mic in his hand. In the background there is a stand and cable on the floor and there is a screen and glass doors. Through the glass doors we can see trees and grass on the ground.,True
open_images,bf724991c8c06fd5,10,In this image we can see a poster with some sign symbols and warnings and we can see some text on the poster.,True
open_images,8313d47f4ce6f54b,125,"In this image I can see the buildings. In the background, I can see the trees and clouds in the sky.",True
open_images,6de84af1db92685c,113,"In this image we can see one woman and one child sitting on the floor, there is a wooden shelf in the background, there are few books, toys in a basket, few objects on it.",True
open_images,0edbbb9edd5d57b1,2,In the image there are a group of people constructing something with sand and behind them there are few other people and in the background there are trees.,True
open_images,24abef962e45b447,77,"In this picture we can see flowers, leaves and in the background it is blurry.",True
open_images,b61815849cf9d85b,59,"In this image we can see an animation picture. In this animation we can see sky with clouds, trees with flowers, buildings, grass, trees, foot over bridge, rocks, water, women sitting on the ground and holding an umbrella and information boards.",True
open_images,318b10127323eff8,93,"This is an animated image where there is pole, sculpture,flags, building, trees,sky and a watermark on the image.",True
open_images,4b4ba2e90e47df06,69,"In this image there are few women sitting before a table. On the table there are few plates, bowls, cups, mobile and few objects on it. Right side there is a flower vase on the table. Behind there is a mirror. Background there is a wall.",True
open_images,a00ac1ba41d1bac6,91,In the center of the image there is road. There are vehicles on the road. At the top of the image there is a bridge. In the background of the image there are buildings. There is sky.,True
open_images,ed6af48714c3d770,79,In this image I can see the group of people sitting in front of the table and some people are standing at the wine shop.,True
open_images,ab19a938bc7c3389,87,In this picture we can see one light and mirror to the wall.,True
open_images,950e7888ca74b9ef,93,"In this image there is a man riding a bicycle in a street and the back ground there is car ,hoarding, group of persons standing ,mobile , group of bicycles, bottles.",True
open_images,aebf1490480b212c,5,"In the image we can see ocean, stones, trees and a cloudy sky. Here we can see construction on the side of ocean.",True
open_images,18d5cd15bf5efe37,2,It looks like a monument and in front of that there is a lot of grass and people are playing and walking around the grass. In the left side there is another building and in the background there is a sky.,True
open_images,d14bc444b525ae76,107,"Here, we can see some plants and trees, at the top there is a sky which is cloudy.",True
open_images,22c0d36cddb49bed,13,"In this image we can see the graveyard stones, grass, plants and also the trees. We can also see the black color poles, path and also the concrete structure on the left.",True
open_images,bca2c08b6410a91f,53,In the center we can see the two persons were standing and smiling. And the bottom we can see the cap. And coming to the background we can see the curtain.,True
open_images,77561ee9a879ca9d,46,"In the foreground of this image, there is a girl holding her hands to the red cloth and on the bottom, there are two persons. In the background, there is a wall. On the right, there is a person and a object.",True
open_images,e99b83d3e768c6da,107,"In this image, we can see a snake in the box and there is dried grass.",False
open_images,d8ae3317aeca7b1c,34,"In this image there are group of people who are holding flag and walking, and in the background there are some vehicles, trees, poles, buildings, street lights and some wires. At the bottom there is a walkway and at the top there is sky.",True
open_images,ae0f9e4a3e5ee3b0,73,In front of the image there are two people holding their hands and they are having a smile on their faces. Behind them there are some objects on the wooden platform. In the background of the image there are decorative stickers and items attached to the wall.,True
open_images,de0ef748b53b13d0,11,"In this image we can see a few people walking, there are some trees, boards, grass and a pillar.",True
open_images,a37e6dc66d79803f,39,In this picture we can observe a vehicle on the road. There are some trees and poles on either sides of the road. In the background we can observe an industry. There is a smoke. In the background we can observe a sky.,True
open_images,ebd07a39c0732ef3,48,"In this picture there are group of people, among them few people holding flowers and there is a woman holding a camera.",True
open_images,e12272e5404dd5fe,36,Buildings with windows. Here we can see boards and light poles. People are walking on footpath. Background there are vehicles. This is flag.,True
open_images,40350bbb7a24f95f,81,"In this image, we can see a carrot and a radish on the table and at the bottom, there is some text.",True
open_images,b1198c11f1138205,73,In this image in front there are two people having a smile on their faces. Behind them there are surfing boats. On the right side of the image there is a tree.,True
open_images,e6f70809bab6eef6,14,"In this image there is a shed, inside the shed there are drums, bags, bench and boxes, in the background there is a door, in the top there is hanging poster, on that it is written as local trade.",True
open_images,7f53b3c70bbd4d5c,32,In this image I can see a crowd of people walking on the road. The woman who is on the left side is holding a camera and looking at the people who are beside her. In the background there are few buildings and a pole. Everyone is wearing jackets.,True
open_images,c6df0c5dcd823eb8,73,In front of the image there is a dog. Behind the dog there are metal rods.,True
open_images,f926eab0316fa2c1,88,As we can see in the image there is a woman wearing white color dress.,True
open_images,9dc911604aebc162,77,"In this picture we can see two man and woman sitting on chair holding bottles in their hands and smiling and in background we can see windows with curtains, sofas, tins on floor.",True
open_images,f0c0d2d346bd515a,5,"In the image we can see the building and the windows of the building. There are even trees, stairs, water and the sky.",True
open_images,ee6cf70ee81083dc,20,"In this image, in the middle, we can see a board. In the background, we can see some trees. At the bottom, we can see a water in the lake.",True
open_images,8adb905eec82f49e,39,In this picture we can observe some people walking on the road. There are two members holding umbrellas in their hands. We can observe buildings in this picture. In the background there is a sky with some clouds.,True
open_images,7265748084856ba9,85,"In this image I can see few poles, few flags, few trees, grass and a building. In background I can see cloudy sky and here I can see something is written.",True
open_images,1c81a3638b1f4001,90,"In the picture we can see a painting of a woman lying on the bed with a red color pillow and she is smiling and on her neck we can see a bird sitting with a flying position and on the floor, we can see some house plants and flowers to it and behind it we can see a wall with some curtains and some paintings to it.",True
open_images,91e4fe433c351e9e,28,"On the left side, there is a woman smiling, holding a certificate with both hands and standing. Beside her, there is a person in a suit, smiling and standing. On the right side, there is a woman smiling, holding a certificate with both hands and standing. On the bottom right, there is a watermark. In the background, there is a hoarding and there is a name board attached to the wall of a building.",True
open_images,a5495902667f3423,59,In this image we can see a man and a woman. In the background there are decor lights and shelves.,True
open_images,81c4ea656ef02a84,29,"In this picture i could see a person hitting a ball, looks like they are playing in the court, court is green in color.",True
open_images,706e31bbdd101416,36,In the front of the image there are rose plants. In the background of the image there is a wall.,True
open_images,b33a4b3d7832f575,24,"Here we can see plants, grass, and stone plates. In the background there are trees.",True
open_images,9c4a5ca2fd3814c8,13,In this image we can see the building with the windows.,True
open_images,25df2f68a268eeab,2,"In the picture it seems like a dried fruit to the branch of a tree, the background of the branch is blur.",True
open_images,d916b91c831ac6f0,10,"In this image we can see some people in a room and in the background, we can see two people sitting on a couch and holding a mic. There are some posters with text and we can see a television.",True
open_images,68a300c95163a876,75,This image is a black and white image. This image is taken outdoors. At the top of the image there is the sky with clouds. At the bottom of the image there is a road. In the middle of the image there are many buildings. There are many plants in the pots. There are many trees. A few people are walking on the sidewalk. A bicycle and a bike are parked on the sidewalk. There are a few poles with street lights and signal lights. On the right side of the image a person is riding on the bike. On the left side of the image a car is parked on the road.,True
open_images,d7e9dcc9e77701c7,27,Here in this picture we can see plants present all over there.,True
open_images,c3671c81c7205a4c,94,In the image there is a bald headed man in green shirt shooting gun in the front on the wooden board on the grassland.,True
open_images,68abc17660f98e6f,59,"In this image we can see buildings, people walking on the road, barrier poles, sign boards, flag with flag post, pipelines and sky in the background.",True
open_images,2f236e478a9c7d77,81,"This is a black and white image and here we can see kids, one of them is sitting on the chair and the other is holding an object.",True
open_images,b4dfa412251edaf8,2,"It is a classroom there is a table and a projector, in front of the table a man is standing and teaching, behind him there is a presentation being displayed ,above that there is some gadget ,in the background there is a cream color wall.",True
open_images,a083dd75ec2acfb9,73,In this image there is a board. There are books on the rack. There is a flower pot and a trash can. There is a pole. There is a wall. At the bottom of the image there is a floor.,True
open_images,fa213ebca12ff98f,125,"In this image I can see a train on the railway track. In the background, I can see the buildings.",True
open_images,95205be9da572b39,17,In this image I can see the person and the person is holding a microphone and singing and I can see the dark background.,True
open_images,20011c7c54336ab8,10,In this image we can see food item on a plate and beside there is a cup and these are placed on a surface which looks like a table and we can see some other objects.,True
open_images,e6b73cff8f19631a,103,In the image I can see some people who are standing around the table on which there are some vegetables and behind there is a poster.,True
open_images,9e52ccfbb1ea8e72,59,In this image we can see a dog in the motor vehicle. In the background we can see buildings and an iron grill.,True
open_images,332915eab2a913b8,102,There is a camera placed on a stand and there is a wooden wall and trees in front of it.,True
open_images,fa74a69da70d201d,75,This image is taken outdoors. At the top of the image there is the sky with clouds. At the bottom of the image there is a ground with grass on it and there are few plants on the ground. In the background there are many trees. There are a few houses. A bus is moving on the road and there are a few animals. In the middle of the image there are two animals.,True
open_images,ecac4f716a8b1c22,32,"This is an outside view. At the bottom, I can see the grass on the ground. In the middle of the image there is a giraffe. In the background there are many trees. At the top of the image I can see the sky and clouds.",True
open_images,d658819106281ea7,48,"There are people and this person holding a tube. We can see clothes, tin, glass and objects on sand and we can see chairs and umbrellas. In the background we can see glass, railing, tree and light.",True
open_images,167a8d3aa30a560c,25,In this picture I can see a bird on a object. In the background I can see a cage. The background of the image is blurred.,True
open_images,14c09d17ba1a99dd,17,"In this image I can see group of people standing, the person in front wearing blue shirt and blue short. Background I can see a wooden chair, a screen, few cardboard sheets in brown color and the wall is in cream color. I can also see few lights and a white color board attached to the wall.",True
open_images,53affe5125978f62,9,In this picture we can see a colorful cup on a black object and behind the cup there is a dark background.,True
open_images,26f8c50cc9cd7318,60,"In this image we can see some boats on the land. We can also see some water, mud, bark of the trees and a person standing beside the boats. On the backside we can see a group of trees and the sky which looks cloudy.",True
open_images,d22ff2a70db3a5f5,103,In the image I can see some people who are playing some musical instruments and also I can see some lights to the dais.,True
open_images,39abc0a34a418748,80,In this image there is a girl standing in the center. In front of the girl there is a fireplace. On the top of the fireplace there are frames and on the left side there are wooden logs.,True
open_images,301f216168144357,15,In this picture I can see there is a boy standing and in the backdrop I can see there are some lights.,True
open_images,d7755933c7705649,70,This image is clicked outside. There are plants in this image. There is a lion in the middle. There is grass in this image.,True
open_images,9ebcafc95aeb6e8b,62,In this picture we can see food in the plate.,True
open_images,84a02b78d73a67ce,6,Two babies are sitting on the baby chairs. Two candles are there before them.,True
open_images,432a6a06d162595f,15,In this picture there is a vehicle and person sitting inside vehicle and they are many other people behind vehicle,True
open_images,932f42206e6b7a97,75,"This image is taken indoors. At the bottom of the image there is a wall with windows and through the windows we can see can see there is a house and there is a building with walls, windows and there is a roof.",True
open_images,f4a1f3fdcf31e5d8,107,"Here, we can see two photos, there is a building, we can see vehicles, at the top there is a blue sky.",True
open_images,409fdd7a0ae4dcb6,10,In this image we can see some flowers and in the background the image is blurred.,True
open_images,c2bf2ac582ada051,23,"In this image we can see a sculpture of a person and a horse. Behind the sculpture, we can see the clear sky.",True
open_images,582c53a3608afc94,43,In this image we can see trees. Also there are people. And there are vehicles on the road. In the back we can see boats on the water. In the background there are hills. Also there is sky with clouds.,True
open_images,094c3da259692e1a,25,In this image I can see photo frame on a white color surface. On the photo I can see picture of the Jesus and people.,True
